,x1,x2
0,0.7586701377137226,0.0002915134375005461
1,0.2586701377137226,0.6669581801041673
2,0.5086701377137226,0.3336248467708338
3,0.008670137713722603,0.22251373565972277
4,0.8836701377137226,0.8891804023263895
5,0.3836701377137226,0.5558470689930562
6,0.6336701377137226,0.11140262454861166
7,0.1336701377137226,0.7780692912152783
8,0.8211701377137226,0.4447359578819449
9,0.3211701377137226,0.03732855047453758
10,0.5711701377137226,0.7039952171412044
11,0.0711701377137226,0.37066188380787085
12,0.9461701377137226,0.25955077269675975
13,0.4461701377137226,0.9262174393634265
14,0.6961701377137226,0.5928841060300932
15,0.1961701377137226,0.1484396615856487
16,0.7899201377137226,0.8151063282523153
17,0.2899201377137226,0.48177299491898196
18,0.5399201377137226,0.07436558751157463
19,0.0399201377137226,0.7410322541782414
20,0.9149201377137226,0.4076989208449079
21,0.4149201377137226,0.2965878097337968
22,0.6649201377137226,0.9632544764004636
23,0.1649201377137226,0.6299211430671303
24,0.8524201377137226,0.18547669862268573
25,0.3524201377137226,0.8521433652893524
26,0.6024201377137226,0.5188100319560192
27,0.1024201377137226,0.012637192449846226
28,0.9774201377137226,0.6793038591165129
29,0.4774201377137226,0.3459705257831795
30,0.7274201377137226,0.23485941467206845
31,0.2274201377137226,0.9015260813387352
32,0.7742951377137226,0.568192748005402
33,0.2742951377137226,0.12374830356095734
34,0.5242951377137226,0.7904149702276241
35,0.024295137713722603,0.4570816368942906
36,0.8992951377137226,0.049674229486883256
37,0.3992951377137226,0.7163408961535501
38,0.6492951377137226,0.38300756282021653
39,0.1492951377137226,0.2718964517091054
40,0.8367951377137226,0.9385631183757722
41,0.3367951377137226,0.605229785042439
42,0.5867951377137226,0.16078534059799438
43,0.0867951377137226,0.8274520072646611
44,0.9617951377137226,0.49411867393132763
45,0.4617951377137226,0.0867112665239203
46,0.7117951377137226,0.7533779331905871
47,0.2117951377137226,0.42004459985725356
48,0.8055451377137226,0.30893348874614246
49,0.3055451377137226,0.9756001554128092
50,0.5555451377137226,0.6422668220794759
51,0.0555451377137226,0.1978223776350314
52,0.9305451377137226,0.864489044301698
53,0.4305451377137226,0.5311557109683648
54,0.6805451377137226,0.024982871462191903
55,0.1805451377137226,0.6916495381288587
56,0.8680451377137226,0.3583162047955252
57,0.3680451377137226,0.24720509368441412
58,0.6180451377137226,0.9138717603510809
59,0.1180451377137226,0.5805384270177476
60,0.9930451377137226,0.13609398257330302
61,0.4930451377137226,0.8027606492399697
62,0.7430451377137226,0.4694273159066363
63,0.2430451377137226,0.062019908499228935
64,0.7508576377137226,0.7286865751658957
65,0.2508576377137226,0.3953532418325622
66,0.5008576377137226,0.2842421307214511
67,0.0008576377137226032,0.9509087973881178
68,0.8758576377137226,0.6175754640547846
69,0.3758576377137226,0.17313101961034005
70,0.6258576377137226,0.8397976862770067
71,0.1258576377137226,0.5064643529436735
72,0.8133576377137226,0.09905694553626598
73,0.3133576377137226,0.7657236122029327
74,0.5633576377137226,0.43239027886959924
75,0.0633576377137226,0.32127916775848814
76,0.9383576377137226,0.9879458344251549
77,0.4383576377137226,0.6546125010918217
78,0.6883576377137226,0.2101680566473771
79,0.1883576377137226,0.8768347233140438
80,0.7821076377137226,0.5435013899807105
81,0.2821076377137226,0.004406739774949105
82,0.5321076377137226,0.6710734064416158
83,0.0321076377137226,0.33774007310828236
84,0.9071076377137226,0.22662896199717134
85,0.4071076377137226,0.893295628663838
86,0.6571076377137226,0.5599622953305048
87,0.1571076377137226,0.11551785088606022
88,0.8446076377137226,0.7821845175527269
89,0.3446076377137226,0.44885118421939346
90,0.5946076377137226,0.04144377681198614
91,0.0946076377137226,0.7081104434786529
92,0.9696076377137226,0.3747771101453194
93,0.4696076377137226,0.2636659990342083
94,0.7196076377137226,0.930332665700875
95,0.2196076377137226,0.5969993323675418
96,0.7664826377137226,0.15255488792309727
97,0.2664826377137226,0.8192215545897639
98,0.5164826377137226,0.4858882212564305
99,0.016482637713722603,0.07848081384902318
100,0.8914826377137226,0.7451474805156899
101,0.3914826377137226,0.4118141471823564
102,0.6414826377137226,0.3007030360712453
103,0.1414826377137226,0.9673697027379121
104,0.8289826377137226,0.6340363694045789
105,0.3289826377137226,0.1895919249601343
106,0.5789826377137226,0.856258591626801
107,0.0789826377137226,0.5229252582934677
108,0.9539826377137226,0.016752418787294783
109,0.4539826377137226,0.6834190854539615
110,0.7039826377137226,0.35008575212062804
111,0.2039826377137226,0.238974641009517
112,0.7977326377137226,0.9056413076761838
113,0.2977326377137226,0.5723079743428505
114,0.5477326377137226,0.1278635298984059
115,0.0477326377137226,0.7945301965650726
116,0.9227326377137226,0.46119686323173914
117,0.4227326377137226,0.05378945582433182
118,0.6727326377137226,0.7204561224909987
119,0.1727326377137226,0.38712278915766507
120,0.8602326377137226,0.27601167804655397
121,0.3602326377137226,0.9426783447132208
122,0.6102326377137226,0.6093450113798875
123,0.1102326377137226,0.16490056693544294
124,0.9852326377137226,0.8315672336021096
125,0.4852326377137226,0.4982339002687762
126,0.7352326377137226,0.09082649286136886
127,0.2352326377137226,0.7574931595280356
128,0.7625763877137226,0.4241598261947021
129,0.2625763877137226,0.313048715083591
130,0.5125763877137226,0.9797153817502577
131,0.012576387713722603,0.6463820484169245
132,0.8875763877137226,0.20193760397247998
133,0.3875763877137226,0.8686042706391466
134,0.6375763877137226,0.5352709373058133
135,0.1375763877137226,0.02909809779964046
136,0.8250763877137226,0.6957647644663072
137,0.3250763877137226,0.3624314311329737
138,0.5750763877137226,0.2513203200218626
139,0.0750763877137226,0.9179869866885294
140,0.9500763877137226,0.5846536533551961
141,0.4500763877137226,0.1402092089107516
142,0.7000763877137226,0.8068758755774182
143,0.2000763877137226,0.4735425422440848
144,0.7938263877137226,0.0661351348366775
145,0.2938263877137226,0.7328018015033443
146,0.5438263877137226,0.39946846817001075
147,0.0438263877137226,0.28835735705889964
148,0.9188263877137226,0.9550240237255664
149,0.4188263877137226,0.6216906903922331
150,0.6688263877137226,0.17724624594778862
151,0.1688263877137226,0.8439129126144552
152,0.8563263877137226,0.5105795792811221
153,0.3563263877137226,0.10317217187371454
154,0.6063263877137226,0.7698388385403813
155,0.1063263877137226,0.4365055052070478
156,0.9813263877137226,0.3253943940959367
157,0.4813263877137226,0.9920610607626035
158,0.7313263877137226,0.6587277274292702
159,0.2313263877137226,0.21428328298482566
160,0.7782013877137226,0.8809499496514923
161,0.2782013877137226,0.547616616318159
162,0.5282013877137226,0.008521966112397666
163,0.028201387713722603,0.6751886327790644
164,0.9032013877137226,0.34185529944573095
165,0.4032013877137226,0.23074418833461988
166,0.6532013877137226,0.8974108550012866
167,0.1532013877137226,0.5640775216679533
168,0.8407013877137226,0.11963307722350879
169,0.3407013877137226,0.7862997438901754
170,0.5907013877137226,0.45296641055684206
171,0.0907013877137226,0.045559003149434694
172,0.9657013877137226,0.7122256698161015
173,0.4657013877137226,0.378892336482768
174,0.7157013877137226,0.2677812253716569
175,0.2157013877137226,0.9344478920383236
176,0.8094513877137226,0.6011145587049903
177,0.3094513877137226,0.1566701142605458
178,0.5594513877137226,0.8233367809272124
179,0.0594513877137226,0.4900034475938791
180,0.9344513877137226,0.08259604018647175
181,0.4344513877137226,0.7492627068531384
182,0.6844513877137226,0.415929373519805
183,0.1844513877137226,0.3048182624086939
184,0.8719513877137226,0.9714849290753607
185,0.3719513877137226,0.6381515957420274
186,0.6219513877137226,0.19370715129758284
187,0.1219513877137226,0.8603738179642495
188,0.9969513877137226,0.5270404846309162
189,0.4969513877137226,0.02086764512474334
190,0.7469513877137226,0.68753431179141
191,0.2469513877137226,0.35420097845807663
192,0.7547638877137226,0.24308986734696555
193,0.2547638877137226,0.9097565340136323
194,0.5047638877137226,0.5764232006802991
195,0.004763887713722603,0.13197875623585445
196,0.8797638877137226,0.7986454229025212
197,0.3797638877137226,0.46531208956918774
198,0.6297638877137226,0.05790468216178037
199,0.1297638877137226,0.7245713488284472
